138,C2,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,09/03/2011,janeiro,Noite,Descarga
88,C1,Relig. Não tem,Chuvoso com raios,BAURU,09/03/2011,janeiro,Noite,Descarga
88,C2,Relig. Não tem,Chuvoso com raios,BAURU,09/03/2011,janeiro,Noite,Descarga
440,C1,Relig. Sem sucesso,Chuvoso com raios,BAURU,22/06/2015,janeiro,Madrugada,Descarga
138,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,10/02/1990,janeiro,Manhã,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,09/03/2011,janeiro,Tarde,Descarga
230,C1,Relig. Sem sucesso,Chuvoso sem raios,SÃO PAULO,09/03/2011,janeiro,Noite,Descarga
138,C2,Relig. Não informado,Chuvoso com raios,TAUBATÉ,09/03/2011,janeiro,Madrugada,Descarga
138,C2,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,09/03/2011,janeiro,Tarde,Descarga
138,C1,Relig. Não informado,Chuvoso com raios,CABREÚVA,03/11/1980,janeiro,Tarde,Descarga
230,C2,Relig. Com sucesso,Chuvoso sem raios,CABREÚVA,09/03/2011,janeiro,Tarde,Descarga
230,C2,Relig. Sem sucesso,Chuvoso sem raios,CABREÚVA,09/03/2011,janeiro,Tarde,Descarga
88,C1,Relig. Sem sucesso,Chuvoso com raios,TAUBATÉ,29/08/2006,janeiro,Tarde,Descarga
440,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,21/12/1984,janeiro,Tarde,Descarga
88,C1,Relig. Sem sucesso,Chuvoso com raios,TAUBATÉ,29/08/2006,janeiro,Tarde,Descarga
138,C1,Relig. Com sucesso,Chuvoso sem raios,CABREÚVA,30/11/1993,janeiro,Noite,Descarga
138,C2,Relig. Com sucesso,Chuvoso sem raios,CABREÚVA,30/11/1993,janeiro,Noite,Descarga
138,C1,Relig. Não informado,Chuvoso com raios,BAURU,02/08/2000,janeiro,Manhã,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,17/04/2011,janeiro,Noite,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,02/08/2000,janeiro,Noite,Descarga
138,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,09/03/2011,janeiro,Manhã,Descarga
138,C1,Relig. Sem sucesso,Chuvoso com raios,BAURU,09/03/2011,janeiro,Tarde,Descarga
138,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,09/03/2011,janeiro,Tarde,Descarga
